GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
MGAT4A	0.6526492692437368	0.5139824147222121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.741741745078954	1.13650896436068	0.513982414722213	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FAM3B	-0.6525289623385694	0.5140599953994006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.483320844537404	0.740688724076326	0.514059995399401	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
WDR46	-0.6524584379622143	0.514105476326199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.493241796965411	0.755974278616006	0.514105476326199	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CEP76	-0.6523913344152682	0.5141487531149347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.598444890430126	0.91730968647293	0.514148753114934	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TXNDC2	0.6523284166138482	0.5141893321306537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.729155195294784	1.11777315953785	0.514189332130654	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SIRT7	-0.6522216557529571	0.5142581916635132	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.57843	66.9799	0.886287	-1.21625860797231	1.56055401457853	0.435758158238822	NA	NA	NA	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANO5	-0.6521587433716951	0.5142987716744458	-0.72204	0.473174	0.127022	NA	NA	NA	0.3745	0.463559	0.419159	-0.0765982	0.169377	0.651099	-0.0904249945552376	0.674752211269899	0.893392966784683	7.0	NA	3.0	15.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MS4A1	-0.6518775873975481	0.5144801444387843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06334620392698	1.63120534358623	0.514480144438784	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRB3	-0.651876834782608	0.5144806299927458	0.305978	0.798341	0.701522	NA	NA	NA	NA	NA	NA	-0.959858	0.735433	0.191839	NA	NA	NA	3.0	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SYF2	0.6518036865078191	0.5145278231697501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.563522101064512	0.86455801452076	0.51452782316975	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FCGRT	0.6517331146954584	0.5145733562194654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.771905854230934	1.1843894944507	0.514573356219465	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM139-AS1	0.6516538898230826	0.5146244747329869	-10.4365	85.1176	0.902413	NA	NA	NA	0.75431	0.839634	0.368983	0.148466	0.420666	0.72414	NA	NA	NA	7.0	NA	4.0	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PLEKHG3	0.6516495441276442	0.5146272787960744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431457069421281	0.66209985614103	0.514627278796075	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PGBD4	0.6516381457494342	0.5146346336454894	-8.3016	70.4161	0.906152	NA	NA	NA	NA	NA	NA	0.891258	1.22745	0.467775	0.346279798046756	0.66533600376471	0.602744025107979	2.0	NA	NA	2.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MOCS2	0.6516182028532587	0.5146475020109162	-8.27803	70.4355	0.906443	NA	NA	NA	NA	NA	NA	0.687059	0.691969	0.320756	0.292662585159053	1.1555910594631	0.800068913215633	2.0	NA	NA	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATP13A4	-0.6515904403248413	0.5146654163554799	-0.107226	1.08641	0.921378	NA	NA	NA	0.752747	0.839107	0.369675	-0.295023	0.380476	0.438101	-0.932590864131655	0.703226835417331	0.18478691080416	6.0	NA	6.0	31.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ARL6IP4	-0.6514597670332625	0.5147497403466496	-0.0678507	0.628107	0.913977	-0.30558	0.389727	0.43299	-10.5594	72.2937	0.883873	0.24856	0.26668	0.351309	-1.16548528293171	0.862946718961066	0.176827521340684	5.0	2.0	5.0	11.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TGFB1	-0.6512465352763684	0.5148873550557392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.071388520744	1.64513507974263	0.514887355055738	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DNAJC21	-0.6512123448441063	0.51490942252626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.415215839772354	0.637604374456004	0.51490942252626	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PABPC1L	0.6511590994193932	0.5149437896054183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.845494160179333	1.29844482083291	0.514943789605417	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RILPL1	-0.6510852304597731	0.5149914700486127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.577112377429938	0.886385300158632	0.514991470048613	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TP53TG5	-0.6509995983510694	0.5150467461608814	-9.83011	82.028	0.904611	-10.1717	93.9094	0.913747	NA	NA	NA	-0.932982	1.04156	0.370386	-0.104122678512521	0.584655665105179	0.858650480473561	2.0	2.0	NA	4.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEMA3E	-0.6509564280793361	0.5150746140351228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.03699328026866	1.5930302483199	0.515074614035121	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SCRT2	-0.6507089791112105	0.515234365843495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04637252959736	1.60804993197816	0.515234365843496	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MYBPC2	-0.6505779818254886	0.5153189474462054	0.244126	0.375336	0.515422	-0.339443	0.563695	0.547057	-0.00436507	0.548203	0.993647	-0.234116	0.178184	0.188878	-0.0567762569017714	0.31347522175066	0.856274326094567	9.0	3.0	4.0	18.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IGFBP4	-0.6505298196044127	0.5153500463750735	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6717	85.5333	0.900708	-1.24428207463231	1.56469876935142	0.426484677713225	NA	NA	NA	3.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
THOC6	-0.6505087146944745	0.5153636743778125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05561860624872	1.62275859247253	0.515363674377812	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF511-PRAP1	0.6504929846988963	0.515373831776814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.481233275259836	0.739797794256908	0.515373831776814	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PCSK5	-0.650423919471941	0.5154184307985472	-0.219029	1.07653	0.838777	NA	NA	NA	-9.58695	73.4344	0.89613	-0.153937	0.384389	0.688809	-0.360176444320195	0.635942493414294	0.571144748194535	5.0	NA	2.0	17.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SERPINE1	0.6504238898529411	0.5154184499255112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799699245667073	1.22950472475401	0.515418449925513	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EMSY	0.6504105690510275	0.515427052093199	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.532043	0.818011	0.515428	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EPB41L1	0.6502908655876948	0.515504356283687	NA	NA	NA	0.877308	1.30262	0.500633	NA	NA	NA	NA	NA	NA	0.195005843579034	0.792206865400688	0.80556208980223	NA	2.0	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MARC2	-0.6501669303024238	0.5155843997145793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04350539682679	1.60498073370389	0.515584399714579	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF623	-0.6501297620342262	0.5156084060459611	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.58849	70.2781	0.902735	-1.22355300034442	1.5347839787991	0.425326103747763	NA	NA	NA	2.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF835	0.6499441035282815	0.5157283282983696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.540640881902778	0.831826735511345	0.51572832829837	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRIM10	0.6497873256549406	0.5158296069765655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.601964345912969	0.926402104421213	0.515829606976566	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FAM124B	-0.6497045649213268	0.5158830746623653	-9.4728	81.445	0.907408	NA	NA	NA	-8.62079	70.4323	0.902584	-0.533854	0.750739	0.477019	-0.266046696030096	0.761009535591021	0.726641117896988	3.0	NA	2.0	4.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR5H1	-0.6497033042910456	0.5158838891165232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.417763847288857	0.643007114985693	0.515883889116523	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TSHZ3	0.649404771598404	0.5160767806196803	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.797534	1.2281	0.516077	NA	NA	NA	NA	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ENKUR	0.6491288966923556	0.5162550654530058	NA	NA	NA	0.131082	0.510726	0.797443	NA	NA	NA	NA	NA	NA	0.746634676724652	1.12895761889849	0.508388703549203	NA	4.0	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MEIOB	-0.6490279434486859	0.5163203147143081	0.270856	0.809477	0.737922	NA	NA	NA	NA	NA	NA	-0.0256245	0.415849	0.950866	-2.08662354627268	1.49350085539211	0.1623727312218	3.0	NA	NA	11.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EML6	0.6489629873428013	0.5163623001520571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416061675472443	0.641117727185059	0.516362300152057	NA	NA	NA	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MRPL13	0.6488935701038407	0.5164071710722812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.768211417923372	1.18387891838786	0.516407171072282	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PARN	-0.6487520269513791	0.5164986700472702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.614493385184471	0.947193010050548	0.51649867004727	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRIP13	0.648624196262366	0.5165813119757234	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.797931	1.23019	0.516581	NA	NA	NA	NA	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC16A9	0.6485757803776337	0.5166126144026365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.688754360944972	1.06194893763061	0.516612614402637	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MRGPRD	-0.6485459906176715	0.5166318749291907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.62377319869331	0.961802567153691	0.51663187492919	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ARL6IP6	-0.6484437136096934	0.5166980048138309	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.55988	82.0661	0.907264	-1.24866269790542	1.55976014317963	0.42339342616362	NA	NA	NA	2.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ISLR2	-0.6484369699316448	0.5167023652700511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.03894947270001	1.60223664114884	0.51670236527005	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KCNRG	0.6484256956446783	0.5167096552565488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.225015459520628	0.347018110219881	0.51670965525655	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRAP1	0.6484185336349045	0.5167142862604237	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0811832	0.775498	0.916626	0.8225237868189	0.805063937101488	0.306928814123269	NA	NA	NA	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
METTL5	-0.6483597455238859	0.5167522998626883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06638061784593	1.64473600529329	0.516752299862688	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UQCR10	0.6482778483773843	0.5168052586580383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69223041828505	1.06779896925011	0.516805258658037	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LGR5	0.648256329894634	0.5168191740528343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.462009876099061	0.712696282000293	0.516819174052834	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NAGLU	0.648224857527755	0.5168395266928212	NA	NA	NA	-1.04622	1.10217	0.3425	NA	NA	NA	NA	NA	NA	1.17521127058877	0.629814245789801	0.0620462776702237	NA	2.0	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DISP3	0.6481678676440332	0.5168763821300685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.563225851347934	0.868950590523953	0.516876382130069	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRCH4	0.6481580468543132	0.5168827333859912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.627187517636039	0.967645963326306	0.516882733385991	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SDF2L1	0.6480805430334542	0.5169328577187264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.820126717905315	1.26547035969722	0.516932857718726	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PAQR3	-0.647985369577073	0.5169944130443657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04456996374963	1.61202708084505	0.516994413044366	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CHIA	0.6478635175139505	0.5170732288311192	-1.35471	1.02856	0.187806	0.554646	0.391916	0.157006	-0.857083	1.043	0.411221	0.413354	0.2037	0.0424355	0.0467045082927336	0.326461756461786	0.886240643679459	4.0	6.0	3.0	13.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPATA20	-0.647690532189233	0.5171851290836809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.470653894372172	0.726664774273191	0.517185129083681	NA	NA	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ALDH1B1	-0.6476887215978196	0.5171863003801875	-0.497279	0.296491	0.0935001	NA	NA	NA	0.177745	0.300218	0.553814	0.0249632	0.113974	0.826631	-0.173091879646432	0.403250610078934	0.667747515514598	5.0	NA	2.0	5.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RASGEF1C	0.6474480097054919	0.517342032445832	NA	NA	NA	0.677768	1.04683	0.517343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR1C1	-0.6472996999526559	0.5174379956860824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04346620354797	1.61202948746043	0.517437995686084	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IKZF5	-0.6472038847823554	0.5174999974126226	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.487	82.1292	0.908038	-1.27082306661556	1.58898289878854	0.423843260239365	NA	NA	NA	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP43	0.647069446756282	0.5175869983623491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.875172849501184	1.35251765307166	0.517586998362349	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MAEL	0.646980164461333	0.51764478117087	1.5256	1.43023	0.286115	NA	NA	NA	NA	NA	NA	-0.0103836	1.09716	0.992449	0.0700873657649607	1.10574048684259	0.949459927892227	2.0	NA	NA	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TGM7	-0.6469783580334826	0.5176459503114093	-0.54701	1.06482	0.607453	NA	NA	NA	-9.5266	82.0346	0.90755	-0.0977735	0.363982	0.78822	-0.365315689877186	0.923693172259265	0.692477883546522	3.0	NA	2.0	13.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPG20	0.6469320388727886	0.517675929062876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.80734420310604	1.24795829328959	0.517675929062876	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
HIPK4	-0.6466358376840426	0.5178676580460652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.03726685438821	1.6040973820802	0.517867658046064	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR1A2	-0.6465759922835986	0.517906400020395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04805751701413	1.6209347849625	0.517906400020393	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
