GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
OR5B2	-0.8267071968297386	0.4084030412353966	-0.00630717	0.134682	0.962649	-0.211831	0.271621	0.435463	58.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRMO	0.8266268826285318	0.40844857553626546	0.0775344	0.114767	0.499308	0.0513464	0.339939	0.87994	92.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MIEN1	-0.8264448960769426	0.40855176437038754	-0.0941443	0.24403	0.699652	-0.176199	0.399857	0.659463	32.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLK4	0.8263673531139173	0.40859573699402707	0.0606037	0.0659357	0.358026	-0.0175978	0.189701	0.92609	120.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RSPH1	0.826271145420308	0.4086502978240255	0.0327487	0.0607263	0.589692	0.0508605	0.177222	0.774122	70.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BMPR1A	-0.8261707243946305	0.4087072527245058	-0.14463	0.160552	0.367678	0.0231745	0.310405	0.940486	63.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IMP4	0.8261451662189849	0.4087217490821895	0.0476538	0.104481	0.648318	0.0887009	0.239703	0.711349	81.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC9	-0.8258733775111983	0.40887592402386697	0.0702317	0.0742373	0.344127	-0.248203	0.140076	0.0764082	155.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZFX	0.8257505395599329	0.40894561647237293	0.123581	0.149659	0.408946	NA	NA	NA	37.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM169	-0.8256010044702158	0.40903046515672026	-0.0581066	0.163505	0.722304	-0.167276	0.35574	0.638199	61.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SAGE1	-0.8255401172782986	0.409065016558126	-0.0711377	0.0861711	0.409065	NA	NA	NA	110.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NEUROG2	-0.8255077646383393	0.40908337628268	-0.0763977	0.171015	0.655069	-0.111135	0.293405	0.704855	48.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TCEAL1	-0.825334316099821	0.40918181455230873	-0.862202	1.04467	0.409182	NA	NA	NA	7.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LARGE2	-0.8252455824257678	0.4092321795454984	-0.00762926	0.0505704	0.880083	-0.0760446	0.112762	0.500071	180.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PET100	0.8248895167183601	0.409434318569879	0.0876866	0.103463	0.396706	-0.00510363	0.225555	0.981948	34.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP2A3	-0.8248827178587302	0.4094381788702268	-0.0525177	0.0633073	0.406784	0.000574883	0.122704	0.996262	204.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AQP8	-0.8248248454993186	0.4094710388879639	-0.0676838	0.147823	0.647046	-0.110658	0.301558	0.713653	45.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SZT2-AS1	0.8246013887270143	0.4095979327197634	0.0423779	0.275775	0.877871	0.627319	0.934995	0.502263	31.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CYB561D2	0.8245064523628194	0.4096518510705516	0.0444182	0.080753	0.582285	0.0483087	0.176016	0.783734	150.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GNG12	0.8242276787143453	0.4098102027333479	0.257464	0.31237	0.409811	NA	NA	NA	11.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BNC1	-0.8242016203230618	0.40982500652871545	0.0167212	0.0848242	0.843728	-0.225006	0.220307	0.307099	158.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SYCP3	-0.8240795835742354	0.4098943399459073	-0.00901505	0.239683	0.969997	-0.42708	0.543036	0.431594	38.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FGF16	0.8239101285343065	0.40999062494423355	0.425819	0.516827	0.409991	NA	NA	NA	9.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIAA0895	-0.8236443908521349	0.41014164517774065	-0.047001	0.137323	0.732152	-0.139851	0.290522	0.630248	74.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR2J2	0.8232852128949975	0.4103458205869934	0.0482196	0.216789	0.823982	0.102149	0.170005	0.547936	49.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FARSB	0.8229596852539504	0.41053091957265586	0.211731	0.140543	0.131933	-0.232631	0.340322	0.494252	85.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRIM33	0.8229108563668694	0.410558688550798	-0.0276844	0.149707	0.853289	0.426945	0.423626	0.313533	126.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACSBG1	0.8229015994989506	0.4105639530555192	0.00146162	0.062787	0.981428	0.111864	0.139896	0.423929	137.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DEFB125	-0.8227807438249346	0.41063268897494465	-0.117393	0.129691	0.365374	0.0213541	0.259171	0.934333	35.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GIMAP6	0.8227537803319385	0.4106480252279546	-0.0190355	0.0743731	0.797992	0.142534	0.132135	0.280723	74.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MROH7	0.8227504028882814	0.4106499462690075	0.0254516	0.0617262	0.680097	0.0436502	0.106355	0.681497	283.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NEO1	-0.822590338927515	0.41074099445361567	-0.131571	0.0808848	0.103813	0.124837	0.155259	0.421364	225.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ERCC5	0.8224262329552183	0.41083435427721005	-0.0401694	0.0707809	0.570363	0.193697	0.139356	0.164546	223.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WNT3A	0.8222392495654918	0.41094074441324013	-0.0478561	0.223615	0.830538	0.457832	0.441816	0.300086	47.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
B3GALT4	0.822214280406222	0.41095495264722925	0.12649	0.214528	0.555443	0.094898	0.407998	0.816077	47.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EIF4G2	0.8222140089729422	0.4109551071028731	-0.0256292	0.132559	0.846691	0.354952	0.349515	0.309841	107.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HERPUD2	-0.8220936313073182	0.41102360987472075	-0.0757892	0.0958877	0.429297	-0.00551368	0.173943	0.974713	57.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF181	-0.8220592180604563	0.4110431945110239	0.00842904	0.0801184	0.916211	-0.149174	0.160875	0.35379	87.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZIC5	-0.8220470968502407	0.41105009284396	0.0686606	0.0601624	0.253765	-0.314515	0.160197	0.0496111	163.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHSY3	-0.8220455064749275	0.4110509979516216	0.0287779	0.106678	0.787342	-0.188026	0.172215	0.274916	127.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MROH6	-0.8220140205884275	0.41106891730958695	0.0369711	0.0627897	0.55599	-0.181333	0.12853	0.158295	223.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR10H4	-0.8219594422373923	0.4110999802305827	-0.0218765	0.115595	0.849896	-0.134944	0.21328	0.526923	54.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITPRID1	-0.8216133483965792	0.4112969897718666	-0.0473283	0.0744984	0.525238	-0.0269235	0.144501	0.852194	183.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCND1	0.8215075093426941	0.4113572485019017	0.0632074	0.253676	0.803232	0.207839	0.363138	0.56709	50.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL15RA	0.8215048584884812	0.4113587578145914	0.00835657	0.0805271	0.917349	0.113937	0.158746	0.472925	76.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COPS9	0.8214335238349872	0.4113993747482313	-0.0524923	0.0942595	0.577602	0.242978	0.176285	0.168103	56.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OPRPN	-0.8212178574882898	0.41152218656315986	-0.178302	0.217119	0.411522	NA	NA	NA	44.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZSCAN30	-0.821114829348831	0.4115808639086366	0.0139399	0.0755105	0.853536	-0.172904	0.17192	0.314551	83.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PSORS1C2	0.8211130700395433	0.4115818659265398	0.0342459	0.0985549	0.72823	0.0659685	0.139282	0.635761	32.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ASB15-AS1	0.8209579423409984	0.41167022488889693	-0.0285561	0.194128	0.883054	0.295696	0.305453	0.333016	23.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LINC02694	-0.8208881980699989	0.4117099540949001	-0.143876	0.226647	0.525557	-0.0811151	0.435901	0.852377	23.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PCDHGA7	0.8204772999090957	0.4119440647662218	0.00607667	0.0262167	0.816704	0.0314623	0.0534445	0.556069	1785.0	300.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NRSN2	-0.82040401802459	0.41198582567254094	0.0374029	0.220632	0.865383	-0.567132	0.572901	0.322208	50.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GNL1	-0.8203407725350825	0.41202186919000106	-0.0591322	0.0804909	0.462555	-0.0116654	0.136125	0.931708	95.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL5RA	-0.8201820682626024	0.41211232277055176	-0.109371	0.1085	0.313442	0.0500894	0.266652	0.850998	88.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRIM69	-0.8199653050415188	0.4122358861022215	0.0723838	0.133567	0.587868	-0.459977	0.337748	0.173231	81.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TEP1	0.8199544297343344	0.4122420860221594	-0.00247497	0.04074	0.951558	0.0761497	0.0864645	0.378478	538.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FFAR1	-0.8199247500407151	0.41225900644386315	-0.0457056	0.128645	0.722377	-0.106121	0.228394	0.642188	58.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PYROXD2	-0.8198832742935375	0.4122826524967441	-0.0122514	0.0997258	0.902225	-0.101704	0.14591	0.485784	122.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHKA2	0.8197105508870215	0.4123811337952018	0.0965701	0.11781	0.412379	NA	NA	NA	134.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PNOC	-0.8196807670985242	0.4123981169574287	-0.155471	0.271475	0.566855	-0.132743	0.537441	0.804915	27.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SMAD4	0.8196798511628868	0.41239863924421694	0.11415	0.182866	0.532479	0.106809	0.546471	0.845038	40.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CLDN8	0.8194357978753782	0.41253781780595733	-0.120815	0.144583	0.403376	0.466948	0.282136	0.0979157	37.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC30A7	0.819418353831188	0.41254776685093353	0.150066	0.174231	0.389072	-0.018088	0.431834	0.966589	70.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM83H	-0.8193987224816879	0.4125589635748034	-0.0503635	0.0683761	0.461387	-0.0110398	0.133278	0.933984	316.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EP400	0.819349088686853	0.41258727297177344	0.00339277	0.0435493	0.937902	0.0669846	0.0903436	0.458425	563.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CNOT11	-0.8193227107857124	0.4126023184812141	-0.218717	0.119231	0.0665953	0.303087	0.298586	0.31007	66.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC105375131	0.8192570039364444	0.41263979797244343	0.0959741	0.236606	0.685016	0.184746	0.446647	0.679147	22.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPR180	-0.8192544109417544	0.4126412770700094	0.0253541	0.0996287	0.79912	-0.207088	0.192866	0.282937	68.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COTL1	0.8190703325524271	0.4127462872026756	-0.128454	0.164385	0.434554	0.682493	0.426427	0.10949	31.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPM6A	-0.8190322684042548	0.4127680034124782	-0.357732	0.436774	0.412769	NA	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IFITM2	0.8190113154736592	0.4127799576858804	0.201679	0.238807	0.398374	-0.0137718	0.539735	0.979644	35.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM160B2	0.818977073895877	0.41279949397139726	0.0973663	0.0987212	0.323998	-0.0314956	0.18826	0.867136	168.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPSB1	-0.8189072498779264	0.4128393332594473	-0.254916	0.311288	0.41284	NA	NA	NA	48.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ARL6IP1	0.8187088448073502	0.41295254909991985	0.119095	0.277914	0.668263	0.243369	0.62374	0.696405	42.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM37	-0.8185099378048456	0.4130660698193652	-0.00635633	0.188748	0.973135	-0.242731	0.309277	0.432551	42.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ORC4	-0.8183929680389176	0.41313283573780213	-0.113336	0.0889065	0.202386	0.0802689	0.17588	0.648113	60.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CASP8	0.8183805675926027	0.41313991424233754	-0.0942867	0.151579	0.533922	0.411642	0.285781	0.149752	83.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HEBP2	-0.8183514209643545	0.41315655219572256	-0.0204485	0.0726725	0.77842	-0.0757169	0.141007	0.591286	39.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHRNE	-0.8180969809117212	0.4133018126668677	-0.023063	0.0671983	0.731443	-0.0644334	0.135681	0.634865	167.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD22	0.818049035028295	0.4133291884794317	-0.043891	0.11799	0.709902	0.26458	0.222329	0.234033	52.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TLCD4-RWDD3	0.817907811216145	0.41340982972488916	0.119878	0.182937	0.512279	0.0776644	0.477608	0.870825	70.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM122B	0.8178822518087948	0.41342442558520764	0.159842	0.195434	0.413425	NA	NA	NA	20.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TXLNA	-0.8178220321134637	0.4134588156272866	-0.0685883	0.113959	0.547261	-0.0477137	0.220944	0.829023	73.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOS1AP	-0.8176957445171846	0.41353094098349363	-0.143354	0.121289	0.237235	0.101287	0.278089	0.715691	68.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITM2C	0.817470403807583	0.4136596560438488	0.0131102	0.0894976	0.883537	0.120816	0.180058	0.502229	62.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM266	0.8174367204501766	0.41367889808164293	0.0236099	0.0734974	0.748033	0.0764861	0.154143	0.619751	101.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MOSMO	0.8172461192878935	0.4137877913526826	0.292512	0.357924	0.413787	NA	NA	NA	24.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SQOR	-0.8171189774048045	0.41386043882821133	-0.0818895	0.119045	0.491525	-0.0325993	0.252254	0.897174	81.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CES3	-0.8170048691362382	0.4139256454663638	-0.040245	0.0888183	0.650466	-0.0402068	0.110492	0.71594	95.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ERBB2	0.8167981038122487	0.41404381603493023	-0.00318588	0.0604624	0.957977	0.105077	0.120849	0.384577	193.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HLA-E	0.81672440204714	0.4140859429110211	0.0938351	0.114892	0.414088	NA	NA	NA	46.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITPR3	0.8166579430764448	0.41412393208359444	-0.00988335	0.0650305	0.879202	0.133983	0.138321	0.332726	434.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RFLNA	-0.8164623495531946	0.4142357489101638	-0.150653	0.183801	0.412415	0.000807596	0.253131	0.997454	45.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DNAJC24	0.816413803221655	0.4142635046237073	0.0857676	0.147106	0.559871	0.0567674	0.243239	0.815466	20.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
