COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
NOC2L	12.201260984690983	0.002241454054256101	NA	NA	NA	0.0022414540542561	NA	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC17A1	12.109251905860592	0.002346979837439001	NA	NA	NA	0.002346979837439	NA	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZNF587B	12.039331424673556	0.002430481939366701	NA	NA	NA	0.0024304819393667	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LY6K	11.409262724352342	0.0033305049089436974	NA	NA	NA	0.0033305049089437	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TRAPPC3L	19.42571322279838	0.0035019372831384516	NA	0.598795	0.0486686	0.0020760267795094	NA	3.0	11.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
USP13	11.24997065826215	0.0036066160478188994	NA	NA	NA	0.0036066160478189	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZSCAN25	19.294415934601048	0.0036942518555213074	NA	0.437493	0.000232348	0.635566161878225	NA	3.0	16.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MEI1	11.179077724861209	0.003736750623543103	NA	NA	NA	0.0037367506235431	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LONP2	22.424156462563342	0.004187845094087901	0.256535	0.260053	0.504499	0.0004014093550155	7.0	4.0	19.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LNPK	15.030144922307484	0.004639101205349394	NA	NA	0.0101133	0.0538706987442293	NA	NA	8.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIN	10.59497797669016	0.0050041436070147015	NA	NA	NA	0.0050041436070147	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ALG8	10.298005496175447	0.005805191079041898	NA	NA	NA	0.0058051910790419	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SERPINA9	18.012841012400223	0.00620018479052545	0.023328	NA	0.0576932	0.0911085505952376	3.0	NA	7.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TOX2	9.908600025927273	0.0070530155715774	NA	NA	NA	0.0070530155715774	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FER1L5	9.832479843086926	0.007326627814418405	NA	NA	NA	0.0073266278144184	NA	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PRMT2	9.71390243279853	0.007774149496645596	NA	NA	NA	0.0077741494966456	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ASPDH	9.648535532677593	0.008032433335630997	NA	NA	NA	0.008032433335631	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CYP2C18	9.56689010438932	0.008367124079129101	NA	NA	NA	0.0083671240791291	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
AQP6	9.426103677180912	0.008977338346069	NA	NA	NA	0.008977338346069	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RIPK2	9.422777695051137	0.00899228	NA	NA	0.00899228	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	75.01481170909004	3.811464869268725e-14	1.13472e-06	NA	5.13286e-10	0.0882048525585825	35.0	NA	87.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
AUNIP	42.16563643690165	1.7053638669064931e-07	3.04329e-08	NA	1.0	0.0229353327748248	24.0	NA	70.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LRRK2	40.74387439524974	3.252277908623692e-07	0.0522574	NA	0.0160221	1.69712117903398e-06	124.0	NA	370.0	197.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
P2RY10	22.98424667468193	1.02102e-05	NA	NA	1.02102e-05	NA	NA	NA	18.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TREML1	31.939502993126375	1.6759131779119992e-05	0.857978	NA	1.41378e-05	0.0095624034259589	19.0	NA	66.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIF9	31.877967707101046	1.72203883343739e-05	1.55105e-07	NA	0.93416	0.825543951865936	55.0	NA	139.0	93.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPS20	31.781383955504328	1.7969858171227945e-05	0.000102238	NA	0.00164229	0.74764936165867	4.0	NA	16.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DCAF15	30.972628650754842	2.5656134364104837e-05	9.67934e-05	NA	0.155835	0.0124700556852674	31.0	NA	88.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FIBCD1	30.29661066432268	3.451920249244876e-05	1.65905e-05	NA	0.557351	0.0285224169669634	60.0	NA	158.0	95.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TUBA1B	29.988900223584306	3.9499902158326704e-05	0.501187	NA	9.47979e-07	0.647432569298679	5.0	NA	11.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1A	29.900164795228257	4.1064007315913194e-05	0.000122895	NA	0.0268759	0.0973563941555602	9.0	NA	22.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DDAH1	28.178358408766154	8.696644695155338e-05	0.00120212	NA	0.00180232	0.351048799576995	8.0	NA	44.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
E2F1	27.9748182702744	9.499432872247614e-05	0.000475424	NA	0.0092067	0.19238016943696	18.0	NA	60.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
XPNPEP1	27.914080223709036	9.752878016540494e-05	0.627603	NA	0.0039112	0.0003536221502211	23.0	NA	79.0	49.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADORA1	27.72362523086712	0.00010591724116060219	0.711395	NA	0.00188506	0.0007119594935897	15.0	NA	40.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FAM50A	23.028065492459834	0.00012500183861007403	0.000143547	NA	0.0695865	NA	6.0	NA	19.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PPP3CA	27.252935521062174	0.00012982982702241543	8.70227e-05	NA	1.0	0.0138825002515574	17.0	NA	48.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPS14	22.335192735211667	0.0001718617841309095	0.57527	NA	2.45529e-05	NA	4.0	NA	17.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
AGAP7P	17.31323238247783	0.0001739719999999998	NA	NA	0.000173972	NA	NA	NA	3.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MTMR7	26.404686902539336	0.0001871254672515762	0.0793473	NA	4.99672e-05	0.465669639480771	48.0	NA	150.0	72.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC6A14	26.112383840883894	0.00021216112952587979	6.58067e-06	NA	0.448534	0.723939731220088	10.0	NA	41.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DEFB108B	25.505200229104386	0.0002751984301688376	4.84781e-05	NA	0.240892	0.247883815755144	11.0	NA	23.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GPC1	25.260255774312583	0.0003055669830534262	2.42688e-05	NA	0.87925	0.153336121241537	57.0	NA	155.0	80.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PURG	25.184751820461088	0.0003155772792659465	1.51757e-05	NA	0.588192	0.380656089821375	13.0	NA	51.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 3 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	78.46654802647448	9.945529681399904e-14	6.66843e-06	0.013579	1.52088e-09	0.0664078248262314	35.0	15.0	87.0	19.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MTMR7	32.93020432706949	6.339733701596958e-05	0.0476354	0.116179	3.28918e-05	0.388286145916615	48.0	22.0	150.0	72.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
H2BC21	25.804965302551512	0.00024205769800381453	0.302604	0.00805997	0.00102168	NA	4.0	3.0	14.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DSEL	28.66265354140534	0.0003633437590945571	0.00202863	0.0124232	0.67901	0.0348876224806451	63.0	22.0	185.0	79.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MET	28.615702087594485	0.00037028356124797047	0.61026	0.0249452	0.000808668	0.0496486096306934	60.0	25.0	192.0	109.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FIBCD1	28.587711988348424	0.0003744824025310368	9.87482e-05	0.529513	0.637457	0.0185951851627067	60.0	31.0	158.0	95.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
C11orf63	15.758517975453698	0.0003785134359892001	NA	NA	NA	0.0003785134359892	NA	NA	NA	78.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NOP53	24.69645439472354	0.0003885804033705573	0.00595379	0.0125628	0.05799	NA	49.0	28.0	134.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MCMDC2	28.421125190626157	0.00040045566192241654	0.0144329	0.0127143	0.277392	0.013233998805174	34.0	12.0	103.0	59.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
XKR7	28.39438639114153	0.00040478595830041066	0.136504	0.000483158	0.0178198	0.580898103462391	30.0	13.0	93.0	45.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIF9	28.168861645632276	0.00044318308553272575	3.14219e-06	0.527224	0.808803	0.570346847688333	55.0	26.0	139.0	93.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADI1	28.02535607195289	0.0004694512046166398	0.00301204	0.975774	0.235052	0.0011884949056099	26.0	17.0	55.0	38.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KAT2B	27.29947880677029	0.0006275279502985174	0.00140703	0.0606067	0.441665	0.031338378246129	37.0	13.0	112.0	50.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADORA1	27.204146689125324	0.0006518232681336317	0.494139	0.500647	0.00854492	0.0005856064517807	15.0	6.0	40.0	26.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TREML1	27.15704761701037	0.0006641637566316435	0.884491	0.33677	1.12918e-05	0.376818351378811	19.0	9.0	66.0	38.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
E2F1	27.117302048069515	0.0006747551466300373	0.00118607	0.265579	0.033903	0.121062739184979	18.0	8.0	60.0	29.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
P2RY10	14.58054248936139	0.0006821430000000001	NA	NA	0.000682143	NA	NA	NA	18.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MON1B	27.0747183051115	0.0006862862171157538	0.0393147	0.0152072	0.00920167	0.240064942239479	36.0	19.0	114.0	59.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KNOP1	27.005623298412846	0.0007054075410604081	0.53091	0.0347264	7.96167e-05	0.931362116412468	36.0	18.0	87.0	46.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LAT	26.556835041623202	0.0008429145924949097	0.268168	0.380547	0.0257144	0.0006520259662626	25.0	14.0	63.0	25.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
BOLA1	26.475734022626504	0.0008704171048316646	0.0668723	0.0881355	0.229499	0.0013173145056984	9.0	5.0	28.0	15.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC22A16	26.343196851413513	0.0009172605505205406	0.0012194	0.0183745	0.532982	0.159431166231203	45.0	23.0	110.0	72.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CFAP52	26.17389569567233	0.000980692020039667	0.387442	0.0152275	0.0330625	0.010622818696429	33.0	13.0	89.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RASAL1	26.105541819402532	0.001007498452219624	0.552392	0.183743	0.00194616	0.0108546767567477	53.0	23.0	151.0	89.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.01; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	122.55112632532442	9.85149618698438e-23	1.89295e-05	1.05348e-05	2.15202e-10	5.69835237884675e-08	37.0	17.0	89.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LRRK2	40.258561812667736	2.8672615636207545e-06	0.412948	2.08514e-07	0.527072	0.0399083567230903	129.0	58.0	373.0	200.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
P2RY10	22.98424667468193	1.02102e-05	NA	NA	1.02102e-05	NA	NA	NA	18.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPS20	31.781383955504328	1.7969858171227945e-05	0.000102238	NA	0.00164229	0.74764936165867	4.0	NA	16.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EEA1	35.14346135657907	2.5176523101412126e-05	2.80914e-06	0.667199	0.408855	0.0304997475869285	55.0	28.0	165.0	92.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TUBA1B	29.988900223584306	3.9499902158326704e-05	0.501187	NA	9.47979e-07	0.647432569298679	5.0	NA	11.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1A	29.900164795228257	4.1064007315913194e-05	0.000122895	NA	0.0268759	0.0973563941555602	9.0	NA	22.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GDF9	31.58410285959862	0.00011054443571592298	0.492343	0.0963641	0.234699	1.24424220802055e-05	28.0	10.0	58.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RUSF1	27.50065032387193	0.00011664721435814051	0.039261	0.112575	0.000241494	NA	59.0	30.0	128.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1GDS1	30.974430724758403	0.00014198319466179099	0.00363208	0.000822969	0.139466	0.450796567885701	35.0	19.0	91.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
AGAP7P	17.31323238247783	0.0001739719999999998	NA	NA	0.000173972	NA	NA	NA	3.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RBM20	30.151721635943073	0.00019871349059468425	0.10659	0.247339	3.37033e-05	0.31912097329836	75.0	46.0	226.0	126.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC6A14	26.112383840883894	0.00021216112952587979	6.58067e-06	NA	0.448534	0.723939731220088	10.0	NA	41.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TSPAN4	29.869605238098647	0.00022289463072494754	1.24601e-05	0.254557	0.327026	0.314781195162006	23.0	13.0	61.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPUSD1	29.634033074260017	0.00024528310292119414	0.802393	1.28814e-05	0.865756	0.0410493015407655	45.0	32.0	120.0	86.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
