GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
KLC4	0.8850948418414706	0.37610548124041565	0.0455422	0.109893	0.678563	0.152219	0.323408	0.637875	142.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C18orf63	-0.8850313494512372	0.37613972349397085	-0.294046	0.193375	0.128359	0.227449	0.357867	0.525057	84.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DIRC1	-0.8849356843143099	0.37619132055279614	-0.385947	0.43613	0.376191	NA	NA	NA	12.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DAP	0.88471220831128	0.37631186951288653	0.287172	0.217839	0.18741	-0.340076	0.784373	0.664605	46.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL12B	0.8846580894445802	0.3763410662687806	0.165051	0.210885	0.433827	0.0555072	0.544192	0.918757	45.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBN1	0.8846246994681651	0.3763590806284013	0.0773389	0.0747677	0.300954	-0.0311588	0.208052	0.880951	366.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CARHSP1	0.8846233055513089	0.37635983267762574	0.0399174	0.146505	0.785266	0.251129	0.410235	0.540433	81.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MPHOSPH9	0.8845871041579083	0.376379364461344	0.0242401	0.098445	0.805504	0.159258	0.249481	0.523241	176.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL1RN	0.8845796306012317	0.3763833967567535	0.170966	0.256272	0.504691	0.0975081	0.448411	0.827856	34.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ARSD	0.8845769964325595	0.3763848180069278	0.179026	0.202386	0.376385	NA	NA	NA	63.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM269	-0.8845650260208054	0.3763912766137234	-0.243605	0.341133	0.475161	-10.2487	60.124	0.864649	19.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DDX23	-0.8845149479969904	0.3764182968322065	0.0252234	0.18388	0.890894	-0.424398	0.415389	0.306929	84.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C21orf62-AS1	-0.8843997378021701	0.3764804644650852	-0.0663789	0.190545	0.727568	-0.179391	0.334662	0.591933	36.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACSM1	-0.884373900223706	0.3764944073395451	0.0529535	0.133377	0.691352	-0.320623	0.250214	0.200054	94.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MLX	0.8842560578749439	0.37655800329404865	-0.0477105	0.228361	0.834506	0.637407	0.583075	0.274314	60.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SOX12	-0.8839727226764332	0.37671093786098775	-0.286736	0.324372	0.376712	NA	NA	NA	43.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PPP1R14B-AS1	0.8838417765835315	0.3767816309889471	0.248668	0.281349	0.376782	NA	NA	NA	19.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM89	0.8837994724223355	0.37680447124633343	0.0194243	0.164491	0.905998	0.335617	0.438307	0.443848	51.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRSS55	-0.883782863247371	0.376813438867881	-0.234813	0.124372	0.0590286	0.264039	0.262933	0.31528	108.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DKKL1	-0.8837426482100164	0.3768351523058985	0.042768	0.192321	0.824019	-0.801066	0.724212	0.268675	45.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRAMENP	-0.8835641205325857	0.3769315546617916	NA	NA	NA	-0.630423	0.7135	0.376932	NA	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C1QL3	-0.8835420247156068	0.376943487140015	-0.334676	0.378789	0.376945	NA	NA	NA	39.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FOXM1	0.8835393843811354	0.37694491302428534	0.134303	0.110261	0.223207	-0.083801	0.250521	0.737997	129.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHML	0.8835172118319297	0.37695688720257436	0.0444451	0.11631	0.702367	0.134089	0.267434	0.616095	134.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GSC2	0.8834797973191238	0.3769770932616897	0.365919	0.212127	0.0845281	-0.457345	0.543475	0.400057	45.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UBTD2	0.883467958546385	0.37698348704123164	-0.0254738	0.251733	0.919396	0.612175	0.621711	0.32479	36.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SULT4A1	-0.8834573386147092	0.3769892226167866	-0.264076	0.298912	0.376991	NA	NA	NA	40.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SALL3	0.8834336654423962	0.37700200813456586	0.0187521	0.0793688	0.813227	0.146073	0.225711	0.517524	332.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GABRQ	-0.8834187682406645	0.3770100540221287	-0.188882	0.213808	0.37701	NA	NA	NA	73.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ERVV-2	-0.8831596184883292	0.37715003616116194	-0.0706002	0.16899	0.676109	-0.130099	0.279553	0.641658	46.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBXL22	0.8830626861623048	0.37720240328877064	0.169284	0.191701	0.377205	NA	NA	NA	62.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK24	-0.883060592733407	0.377203534301057	-0.290421	0.1847	0.115859	0.228644	0.331689	0.490614	90.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CEP135	-0.8828791159185785	0.3773015883325773	-0.0216807	0.103944	0.834775	-0.197469	0.292851	0.500122	184.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPS6KA5	0.8827028455849086	0.37739684428384923	0.0765973	0.13568	0.572384	0.130303	0.409553	0.750365	115.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RTP5	-0.8826224355372757	0.37744030255169336	-0.219766	0.122894	0.0737359	0.202968	0.224117	0.36513	131.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MTA3	-0.8826040926314104	0.3774502165572371	-0.0830375	0.157949	0.59908	-0.131609	0.368776	0.721182	103.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MIPEPP3	-0.8825951378258945	0.3774550565243425	-0.35691	0.404387	0.377456	NA	NA	NA	21.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STRADA	-0.8825443733615495	0.3774824948436053	0.0209259	0.14257	0.883309	-0.437802	0.425331	0.303329	81.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KHK	0.8825409007449341	0.37748437184644756	-0.00765264	0.119688	0.94902	0.259694	0.274379	0.343905	88.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MAP3K8	-0.8825234737498634	0.37749379149294826	-0.166838	0.205233	0.416263	-0.0336856	0.483964	0.944509	66.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRAK1	-0.8824048741680734	0.3775579008352087	-0.181906	0.206148	0.377559	NA	NA	NA	66.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CA5A	-0.8823841925395803	0.37756908103552433	-0.0456579	0.153726	0.76646	-0.19653	0.335733	0.558294	81.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ST7-AS2	-0.8822608137587102	0.37763578212522086	-0.299689	0.339683	0.377636	NA	NA	NA	26.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BIVM-ERCC5	0.8822306007994547	0.377652116975022	-0.0447125	0.0896253	0.617862	0.263004	0.190429	0.167245	278.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RESP18	-0.8819616312841416	0.3777975564346402	-0.0970771	0.227469	0.669546	-0.287393	0.631368	0.648972	43.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC100128006	0.8818808024386589	0.37784126963093745	0.483168	0.23104	0.0365036	-0.635298	0.525303	0.226512	38.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LYPD4	0.8817728751376754	0.3778996428508703	0.101341	0.171633	0.554889	0.137154	0.4708	0.770806	58.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEMA6A-AS1	-0.8817189373372142	0.3779288175616583	-0.203723	0.270627	0.451581	-0.0978844	0.759162	0.897407	34.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ARMC2-AS1	-0.8816435707258716	0.3779695853426144	-0.468702	0.531623	0.377969	NA	NA	NA	16.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MARVELD1	0.8814723252300508	0.3780622266025693	0.275974	0.313083	0.378061	NA	NA	NA	26.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC105370401	0.881419769875714	0.3780906610703182	NA	NA	NA	0.298142	0.338252	0.37809	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOXL1-AS1	-0.8811539539123373	0.37823449790757424	0.0123535	0.162622	0.939447	-0.428746	0.447955	0.338507	71.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MFSD8	-0.8811298248027636	0.37824755618359374	-0.378278	0.209959	0.0715972	0.371767	0.403855	0.357287	77.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TCEAL8	0.8809256073870588	0.3783580863981283	0.514694	0.584265	0.378358	NA	NA	NA	8.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CD151	0.8809091233169779	0.37836700906974174	-0.084062	0.210303	0.689363	0.693748	0.541725	0.200324	48.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MOB1B	0.8807716165331424	0.3784414452428525	0.201628	0.228922	0.378441	NA	NA	NA	37.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EOGT	0.8806673874487969	0.37849787329635864	-0.0184013	0.134548	0.891217	0.319625	0.314149	0.308948	104.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
VIM	-0.8805356033141407	0.3785692266532322	-0.113849	0.16835	0.498873	-0.0868039	0.424943	0.838141	73.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
POLD3	0.8805042260790885	0.37858621680076054	0.305433	0.161844	0.0591333	-0.306428	0.304388	0.314079	48.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC101928786	0.8803829407244861	0.37865189481738326	0.508724	0.577844	0.378652	NA	NA	NA	9.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RRP1B	0.8803695242171188	0.37865916050785897	0.0690853	0.140888	0.623881	0.108639	0.278552	0.696526	115.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
POLR1B	0.8802232000883848	0.3787384077034591	-0.0225648	0.110878	0.838736	0.297552	0.274562	0.278482	153.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SCN10A	0.880160728034349	0.37877224484366356	0.051779	0.0683072	0.448432	0.0196991	0.161297	0.902796	373.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HDDC2	-0.8801399123159284	0.3787835198082997	-0.151089	0.164183	0.357441	0.0143635	0.358124	0.968007	35.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRSS1	0.8800956723222961	0.3788074833647834	0.176622	0.200685	0.378808	NA	NA	NA	65.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF117	-0.8796453225460491	0.37905147822507834	-0.0592335	0.156698	0.705422	-0.162327	0.323596	0.615925	65.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HEXB	0.8795932526773065	0.37907969537787256	0.042458	0.156423	0.786059	0.326337	0.536595	0.54308	89.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AGBL3	-0.8792103121762069	0.379287254147358	-0.0238284	0.106182	0.822438	-0.147212	0.22482	0.512597	157.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC167	-0.8791983872258963	0.37929371874887297	0.0311021	0.275474	0.910107	-0.706987	0.712615	0.321148	16.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UGT1A9	0.8791400903940124	0.37932532285719567	0.00820274	0.0584589	0.88841	0.094681	0.128151	0.460013	450.0	97.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TP53AIP1	-0.8790539184736631	0.37937204168508765	-0.127227	0.217825	0.559165	-0.108949	0.36935	0.768013	32.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR59	-0.8789194277656198	0.37944496402024863	0.0399082	0.108303	0.71251	-0.362102	0.290284	0.212249	191.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP20	-0.8787528068769722	0.3795353196468264	-0.355336	0.404364	0.379535	NA	NA	NA	28.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OTOF	0.8786942953924155	0.37956705255197565	0.0457464	0.0634142	0.470669	0.0252836	0.160731	0.875005	463.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF251	0.8786831204025916	0.37957311334076305	0.233549	0.141903	0.0997982	-0.290437	0.378591	0.442991	105.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM160B1	0.8786607324040407	0.3795852557170474	0.137949	0.124917	0.26945	-0.0640788	0.283956	0.821462	102.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MAGEC2	0.8785702881067272	0.37963431160417294	0.198093	0.225472	0.379636	NA	NA	NA	44.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SERPINA1	-0.8783781525093287	0.3797385365525372	-0.151864	0.144207	0.292297	0.0423472	0.242373	0.8613	84.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BTK	-0.87836177132013	0.3797474234271784	-0.420268	0.478468	0.379748	NA	NA	NA	16.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BRMS1	-0.8783002258515752	0.3797808132852568	0.0695207	0.152312	0.648076	-0.7877	0.590154	0.181963	50.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SIPA1L2	-0.8782674310007437	0.37979860599701964	0.0453822	0.0762435	0.551691	-0.319377	0.216748	0.140618	304.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBLN7	0.8782277021524898	0.37982016140710984	-0.0305316	0.114884	0.790423	0.379661	0.331875	0.252629	124.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TESMIN	-0.8781293559084002	0.37987352369289384	0.0491975	0.149265	0.741704	-0.454102	0.375997	0.227152	83.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C6orf89	0.8780347002718958	0.37992488782192946	0.0236298	0.191909	0.902004	0.357368	0.473395	0.450306	73.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HDAC10	0.8779475039042071	0.3799722080157336	0.147895	0.102813	0.150297	-0.152019	0.271202	0.575112	163.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CACNA1C	0.877664237693581	0.3801259574461793	0.0773884	0.082512	0.348293	-0.0109236	0.181333	0.951964	291.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KRR1	0.8776354396871959	0.3801415903856029	-0.0120332	0.173881	0.944827	0.680195	0.718385	0.34372	62.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHF20L1	-0.8776120950820507	0.3801542632471777	0.0450352	0.116313	0.698616	-0.390801	0.308982	0.205943	149.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MIR671	-0.8776108646928408	0.38015493118395316	-0.652738	0.743767	0.380155	NA	NA	NA	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TTF2	-0.8775021004743027	0.38021397845715443	-0.0968476	0.110797	0.382063	-0.000735759	0.216233	0.997285	157.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM126B	0.8774672743060018	0.3802328865122331	-0.00597584	0.200708	0.976247	0.704323	0.776335	0.364279	66.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM9C	0.8774620712629957	0.3802357114325824	0.316075	0.360215	0.380236	NA	NA	NA	15.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IQGAP1	-0.8773760284177425	0.38028242907734944	0.0201672	0.103329	0.845256	-0.332362	0.30988	0.283473	214.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RWDD4	-0.8772811367363604	0.38033395535748804	-0.390661	0.337808	0.247493	0.20382	0.730073	0.780109	36.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SNX10	-0.8771642984849911	0.38039740454002247	-0.298292	0.340064	0.380396	NA	NA	NA	36.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AMN1	-0.8770932584398214	0.38043598611903173	-0.481041	0.433859	0.267538	0.0971949	0.419565	0.816805	23.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
